@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
10349,'2024/02/26 17:13:23:754',8,0.737976,0.039991,0.753577,0.875264,0.768807,0.831539,0.898383,0.817476,0.679376,0.714528,0.758487,0.547105,0.577291,0.611225,0.462527,0.437815,0.409584,0.479768,0.533824,0.524814,0.444806,0.393973,0.464902,0.451255,0.419586,0.406929,0.385816,0.395314,0.769627,0,0,0,0,1
10350,'2024/02/26 17:13:23:766',8,0.733148,0.038993,0.754391,0.872221,0.813173,0.861803,0.895308,0.807729,0.699416,0.716276,0.751763,0.567609,0.593202,0.609249,0.449991,0.419442,0.39778,0.468512,0.533651,0.524832,0.444547,0.390589,0.462966,0.452606,0.416411,0.406943,0.386372,0.400156,0.657319,0,0,0,0,1
10351,'2024/02/26 17:13:23:778',8,0.725555,0.038738,0.753364,0.86654,0.808341,0.856529,0.891623,0.7965,0.713261,0.711703,0.7379,0.559329,0.587932,0.625836,0.469603,0.402237,0.391234,0.45522,0.527821,0.520065,0.439225,0.390345,0.456152,0.449036,0.409406,0.402222,0.38221,0.392875,0.71752,0,0,0,0,1
10352,'2024/02/26 17:13:23:789',8,0.719582,0.038007,0.759751,0.861387,0.805406,0.838624,0.885918,0.776167,0.712201,0.711794,0.728974,0.523086,0.578565,0.641575,0.468847,0.404478,0.405728,0.454896,0.517074,0.513269,0.43317,0.387508,0.444078,0.44437,0.396541,0.395351,0.375693,0.446889,0.673144,0,0,0,0,1
10353,'2024/02/26 17:13:23:801',8,0.716879,0.037304,0.766739,0.856029,0.823406,0.822183,0.878685,0.750551,0.718228,0.712093,0.725406,0.525331,0.581689,0.636738,0.419891,0.395043,0.397653,0.457385,0.508959,0.505628,0.431347,0.381614,0.436859,0.436504,0.389128,0.387837,0.36773,0.394764,0.740346,0,0,0,0,1
10354,'2024/02/26 17:13:23:813',8,0.719477,0.036388,0.768821,0.85161,0.810174,0.84612,0.87105,0.721135,0.717823,0.706893,0.712022,0.499213,0.565005,0.634336,0.446138,0.408264,0.396122,0.44541,0.508075,0.497987,0.415947,0.386918,0.437265,0.425101,0.391529,0.380893,0.359318,0,0,0,0,0,0,1
10355,'2024/02/26 17:13:23:824',8,0.707463,0.035727,0.774128,0.842164,0.829412,0.866617,0.863292,0.699517,0.730439,0.70253,0.687577,0.477495,0.530439,0.643751,0.472839,0.411979,0.3994,0.436677,0.508755,0.499684,0.41042,0.390505,0.437501,0.425749,0.392419,0.381857,0.360801,0,0,0,0,0,0,1
10356,'2024/02/26 17:13:23:836',8,0.699128,0.035407,0.77919,0.831282,0.827056,0.841992,0.855349,0.723569,0.720111,0.698562,0.669587,0.455612,0.490416,0.651466,0.45944,0.392843,0.409307,0.41261,0.494188,0.488803,0.41218,0.385949,0.420478,0.41927,0.373817,0.371989,0.351279,0,0,0,0,0,0,1
10357,'2024/02/26 17:13:23:848',8,0.698629,0.03483,0.78577,0.822604,0.828462,0.815758,0.848066,0.745208,0.722692,0.694978,0.65578,0.45048,0.47725,0.641361,0.434164,0.39978,0.383194,0.411105,0.48626,0.479088,0.408424,0.379908,0.413738,0.409632,0.367717,0.363616,0.342341,0,0,0,0,0,0,1
10358,'2024/02/26 17:13:23:859',8,0.708508,0.034767,0.787939,0.815506,0.835321,0.817729,0.842808,0.761579,0.724092,0.689968,0.64704,0.475495,0.476641,0.625405,0.450019,0.386557,0.374435,0.416831,0.486804,0.47923,0.404206,0.369969,0.413945,0.408531,0.366989,0.362861,0.341783,0.363166,0.576683,0,0,0,0,1
10359,'2024/02/26 17:13:23:871',8,0.709525,0.034969,0.791023,0.811693,0.829741,0.86014,0.840566,0.782181,0.714112,0.682431,0.633401,0.486718,0.48638,0.602356,0.471276,0.401144,0.366702,0.401968,0.497368,0.492533,0.403287,0.356287,0.421015,0.421881,0.370569,0.372934,0.353222,0.417341,0.685272,0,0,0,0,1
10360,'2024/02/26 17:13:23:882',8,0.699696,0.035568,0.793298,0.807698,0.838251,0.858295,0.84034,0.791135,0.710032,0.67479,0.626715,0.506618,0.513655,0.580516,0.463853,0.403737,0.37095,0.40566,0.499633,0.492778,0.387543,0.351604,0.42698,0.418394,0.378268,0.372786,0.351119,0.355134,0.666317,0,0,0,0,1
10361,'2024/02/26 17:13:23:894',8,0.69821,0.035865,0.794937,0.807897,0.833312,0.821291,0.841874,0.795623,0.702007,0.665042,0.640783,0.520997,0.51587,0.539293,0.425172,0.40011,0.338236,0.402187,0.493092,0.483804,0.371483,0.345126,0.421422,0.409364,0.372663,0.366286,0.34315,0.354694,0.671913,0,0,0,0,1
10362,'2024/02/26 17:13:23:905',8,0.709196,0.035668,0.795949,0.809177,0.835025,0.795902,0.843563,0.798934,0.704748,0.654743,0.662759,0.5185,0.521936,0.517289,0.452513,0.395687,0.352098,0.404239,0.491018,0.485687,0.395032,0.332532,0.4175,0.413419,0.365199,0.367227,0.344828,0.40026,0.580864,0.391788,0.636701,0,0,1
10363,'2024/02/26 17:13:23:917',8,0.718415,0.034821,0.799342,0.8173,0.836622,0.846092,0.845351,0.807712,0.698186,0.641329,0.671923,0.513979,0.526326,0.52019,0.445174,0.408742,0.345738,0.392839,0.501075,0.495319,0.400265,0.343658,0.427356,0.423259,0.375817,0.376052,0.354624,0.353245,0.705008,0.394893,0.620771,0,0,1
10364,'2024/02/26 17:13:23:928',8,0.714144,0.034679,0.80335,0.827854,0.834542,0.869292,0.847115,0.810098,0.697521,0.620056,0.67457,0.533676,0.532125,0.53565,0.402865,0.417589,0.357964,0.400103,0.509686,0.503301,0.397567,0.355309,0.435885,0.42947,0.385862,0.383272,0.362237,0.360642,0.647102,0,0,0,0,1
10365,'2024/02/26 17:13:23:940',8,0.703913,0.03392,0.808268,0.836912,0.835627,0.849323,0.847451,0.812397,0.680328,0.57598,0.671536,0.555617,0.535107,0.527,0.391599,0.417757,0.368192,0.394398,0.504217,0.498717,0.387277,0.348218,0.43007,0.424602,0.379968,0.377918,0.356712,0.390877,0.592962,0,0,0,0,1
10366,'2024/02/26 17:13:23:952',8,0.688547,0.033173,0.816706,0.83548,0.817561,0.812198,0.843912,0.806781,0.668459,0.565884,0.637217,0.562984,0.538091,0.495081,0.387128,0.406343,0.391701,0.380865,0.494606,0.48688,0.357218,0.338635,0.419142,0.412232,0.369174,0.366195,0.344922,0.419248,0.61732,0,0,0,0,1
10367,'2024/02/26 17:13:23:964',8,0.659367,0.031254,0.819152,0.810284,0.787295,0.821929,0.822544,0.765801,0.65065,0.517046,0.605075,0.568822,0.490227,0.449503,0.34649,0.34516,0.379693,0.358593,0.473273,0.465848,0.334349,0.314991,0.39737,0.392108,0.347376,0.344883,0.324791,0.360875,0.673015,0,0,0,0,1
10368,'2024/02/26 17:13:23:975',8,0.619438,0.03295,0.785872,0.786441,0.722879,0.810021,0.781025,0.709351,0.570293,0.507437,0.608049,0.59359,0.492395,0.500157,0.349034,0.361635,0.357799,0.347588,0.440172,0.43275,0.327356,0.281021,0.36666,0.361379,0.318119,0.31421,0.294917,0.357347,0.526545,0,0,0,0,1
10369,'2024/02/26 17:13:23:987',8,0.577504,0.035585,0.721635,0.758663,0.686828,0.775789,0.717714,0.685208,0.494505,0.462216,0.629432,0.56843,0.432394,0.482118,0.323337,0.340024,0.3142,0.354044,0.396963,0.395266,0.331649,0.240902,0.326371,0.326629,0.277436,0.277236,0.262922,0,0,0,0,0,0,1
10370,'2024/02/26 17:13:23:998',8,0.594222,0.038838,0.704899,0.700271,0.624824,0.738349,0.654498,0.636682,0.487522,0.448926,0.59077,0.5153,0.391951,0.436483,0.330979,0.358153,0.295058,0.354164,0.354347,0.351824,0.294925,0.228678,0.286322,0.281732,0.241221,0.23626,0.234035,0,0,0,0,0,0,1
10371,'2024/02/26 17:13:24:010',8,0.682187,0.046874,0.708997,0.734642,0.692416,0.721026,0.692571,0.688458,0.675106,0.573213,0.647082,0.61194,0.594682,0.530906,0.439307,0.442818,0.481597,0.426606,0.392065,0.413102,0.395906,0.316331,0.320637,0.314524,0.280861,0.272051,0.25671,0,0,0,0,0,0,1
10372,'2024/02/26 17:13:24:022',8,0.730242,0.048044,0.772442,0.795795,0.782399,0.813869,0.815332,0.783444,0.764954,0.616677,0.750289,0.692365,0.681965,0.635971,0.501958,0.501883,0.545439,0.503386,0.496131,0.485465,0.473481,0.395748,0.418775,0.410597,0.377626,0.366906,0.345275,0.568285,0.661333,0,0,0,0,1
10373,'2024/02/26 17:13:24:033',8,0.744439,0.041499,0.81172,0.795552,0.824732,0.878556,0.879574,0.822007,0.720622,0.643117,0.752347,0.646008,0.638394,0.643729,0.487255,0.427751,0.502979,0.492362,0.541194,0.522631,0.450032,0.404215,0.458948,0.44862,0.412521,0.403398,0.382528,0,0,0,0,0,0,1
10374,'2024/02/26 17:13:24:045',8,0.737017,0.038478,0.813054,0.826502,0.838345,0.900623,0.888257,0.821701,0.673714,0.647479,0.746829,0.533501,0.582624,0.653581,0.481669,0.401231,0.442123,0.476422,0.548908,0.533168,0.439435,0.40516,0.467016,0.460161,0.419008,0.412918,0.392445,0,0,0,0,0,0,1
10375,'2024/02/26 17:13:24:057',8,0.727649,0.039203,0.805502,0.81803,0.843835,0.881224,0.88932,0.819613,0.674921,0.639118,0.748724,0.571809,0.593602,0.660871,0.482287,0.410743,0.421604,0.477354,0.547276,0.525823,0.439997,0.409288,0.462801,0.454167,0.415672,0.408277,0.387235,0.360338,0.677552,0,0,0,0,1
10376,'2024/02/26 17:13:24:068',8,0.732871,0.039485,0.805218,0.827577,0.843029,0.824545,0.890301,0.817395,0.658848,0.634634,0.749778,0.5693,0.586794,0.648497,0.476508,0.407574,0.409341,0.474043,0.544277,0.519827,0.442339,0.397304,0.454889,0.447511,0.406548,0.401622,0.380285,0.360912,0.700349,0,0,0,0,1
10377,'2024/02/26 17:13:24:080',8,0.7416,0.03833,0.80683,0.826824,0.850472,0.855839,0.891204,0.816483,0.67376,0.628513,0.742301,0.544284,0.580279,0.636642,0.464852,0.402872,0.39776,0.456785,0.542518,0.523343,0.440808,0.391596,0.457795,0.450211,0.408686,0.404218,0.382905,0.398419,0.73,0,0,0,0,1
10378,'2024/02/26 17:13:24:091',8,0.732144,0.03806,0.813356,0.817389,0.84765,0.894882,0.887624,0.813398,0.645053,0.604619,0.736476,0.563216,0.572134,0.650217,0.468866,0.410431,0.42698,0.432652,0.540503,0.528833,0.43923,0.393906,0.463741,0.455734,0.414667,0.409752,0.388898,0,0,0,0,0,0,1
10379,'2024/02/26 17:13:24:103',8,0.704917,0.037745,0.82018,0.813783,0.8326,0.885218,0.875411,0.811111,0.657308,0.560502,0.73236,0.523311,0.536775,0.65441,0.472565,0.413074,0.430737,0.426646,0.529468,0.518753,0.431263,0.391613,0.454884,0.446428,0.406108,0.400912,0.379885,0.397847,0.649259,0,0,0,0,1
10380,'2024/02/26 17:13:24:114',8,0.687798,0.037474,0.816526,0.831038,0.779083,0.815398,0.852501,0.817335,0.61422,0.49802,0.724375,0.585931,0.522791,0.640652,0.448019,0.369402,0.40822,0.430865,0.502818,0.495048,0.418427,0.375733,0.429286,0.423316,0.382137,0.376561,0.356181,0,0,0,0,0,0,1
10381,'2024/02/26 17:13:24:126',8,0.650577,0.037233,0.784882,0.826495,0.713139,0.815033,0.816274,0.813668,0.55275,0.454351,0.688042,0.595112,0.458432,0.594747,0.400561,0.336281,0.369661,0.408671,0.485094,0.478085,0.38449,0.34911,0.411978,0.40335,0.365056,0.357432,0.336595,0,0,0,0,0,0,1
10382,'2024/02/26 17:13:24:138',8,0.619041,0.037484,0.748458,0.782314,0.695366,0.782683,0.770682,0.784539,0.540678,0.468789,0.61877,0.520144,0.42997,0.524879,0.391981,0.338037,0.331316,0.357291,0.449438,0.443387,0.324681,0.304705,0.376096,0.367515,0.329541,0.320995,0.301964,0,0,0,0,0,0,1
10383,'2024/02/26 17:13:24:149',8,0.57939,0.035964,0.707659,0.776674,0.64102,0.725557,0.735576,0.740725,0.526905,0.449318,0.544176,0.493884,0.432526,0.491054,0.356212,0.306333,0.304563,0.336673,0.408301,0.404197,0.270798,0.254016,0.330736,0.329795,0.28296,0.281058,0.267326,0,0,0,0,0,0,1
10384,'2024/02/26 17:13:24:161',8,0.574013,0.035653,0.674256,0.750601,0.618887,0.675271,0.680103,0.641814,0.444776,0.39119,0.46067,0.431913,0.37915,0.460608,0.329183,0.283074,0.278707,0.32637,0.34174,0.344244,0.227628,0.210769,0.263704,0.270965,0.223546,0.226563,0.227722,0.56994,0.45692,0,0,0,0,1
10385,'2024/02/26 17:13:24:173',8,0.565829,0.033811,0.66018,0.749853,0.602081,0.643244,0.64424,0.649344,0.424667,0.395851,0.354764,0.317704,0.350185,0.422516,0.314264,0.28043,0.253546,0.324077,0.332128,0.333243,0.223955,0.190199,0.243074,0.26182,0.201431,0.215913,0.217994,0.395453,0.533894,0,0,0,0,1
10386,'2024/02/26 17:13:24:184',8,0.567777,0.03464,0.649891,0.744043,0.619155,0.596511,0.608161,0.624671,0.429862,0.36211,0.350023,0.316632,0.350038,0.417835,0.308624,0.28088,0.239965,0.323603,0.327587,0.317041,0.211363,0.188701,0.216025,0.246474,0.186452,0.199443,0.210667,0,0,0,0,0,0,1
10387,'2024/02/26 17:13:24:196',8,0.566034,0.033918,0.641413,0.748348,0.613064,0.555988,0.570382,0.589244,0.388271,0.392392,0.346664,0.32543,0.334417,0.421778,0.344306,0.30437,0.255454,0.324877,0.321916,0.308816,0.198091,0.183631,0.194443,0.240833,0.177915,0.195149,0.208466,0,0,0,0,0,0,1
10388,'2024/02/26 17:13:24:207',8,0.560534,0.035079,0.621727,0.747486,0.620177,0.548115,0.520746,0.555387,0.393488,0.386227,0.352233,0.31359,0.322128,0.409855,0.342371,0.272693,0.266694,0.322674,0.300339,0.295105,0.199347,0.185971,0.183746,0.240142,0.166396,0.192986,0.206435,0,0,0,0,0,0,1
10389,'2024/02/26 17:13:24:219',8,0.553515,0.03687,0.631153,0.74161,0.612254,0.547727,0.515338,0.525573,0.452599,0.401644,0.388853,0.340702,0.352484,0.378269,0.312402,0.292976,0.265727,0.319895,0.296721,0.294436,0.198241,0.195988,0.179058,0.234379,0.168476,0.192309,0.211889,0.395336,0.560478,0,0,0,0,1
10390,'2024/02/26 17:13:24:231',8,0.542146,0.037607,0.571447,0.735385,0.61916,0.490617,0.462472,0.488733,0.437322,0.415929,0.364669,0.329819,0.301572,0.341426,0.281101,0.293946,0.287701,0.302622,0.288846,0.288633,0.186124,0.181448,0.167777,0.227435,0.162467,0.184795,0.201359,0,0,0,0,0,0,1
10391,'2024/02/26 17:13:24:242',8,0.508815,0.041498,0.566254,0.723206,0.622494,0.527061,0.45666,0.471299,0.469027,0.435211,0.412808,0.363151,0.303193,0.31244,0.325342,0.296724,0.280722,0.290699,0.273859,0.267543,0.200245,0.191007,0.171091,0.217401,0.168567,0.177699,0.205404,0.396269,0.458185,0,0,0,0,1
10392,'2024/02/26 17:13:24:254',8,0.448958,0.050765,0.574931,0.688885,0.589806,0.513149,0.448884,0.401454,0.421066,0.375818,0.374441,0.348396,0.302967,0.30918,0.31909,0.269758,0.27377,0.270561,0.27038,0.239555,0.203617,0.181684,0.149355,0.188747,0.155911,0.167205,0.1979,0,0,0,0,0,0,1
10393,'2024/02/26 17:13:24:266',8,0.427227,0.078666,0.527862,0.628746,0.523441,0.456657,0.394395,0.305203,0.357749,0.351946,0.346527,0.306445,0.31182,0.292145,0.275726,0.25609,0.25032,0.256026,0.22804,0.222137,0.204952,0.155395,0.128441,0.146727,0.139162,0.149882,0.184419,0,0,0,0,0,0,1
10394,'2024/02/26 17:13:24:277',8,0.389085,0.086828,0.581306,0.590533,0.476479,0.383449,0.389674,0.317576,0.288859,0.352157,0.317338,0.297728,0.298329,0.250057,0.255155,0.228387,0.253373,0.238826,0.223344,0.203762,0.19161,0.156912,0.108543,0.124713,0.128181,0.145249,0.179109,0,0,0,0,0,0,1
10395,'2024/02/26 17:13:24:289',8,0.322105,0.123928,0.546131,0.549816,0.425439,0.348424,0.351778,0.291559,0.263186,0.325055,0.278655,0.278147,0.246196,0.245564,0.264879,0.261595,0.263644,0.205901,0.200882,0.196257,0.187727,0.151944,0.094136,0.114706,0.123386,0.136798,0.175963,0,0,0,0,0,0,1
10396,'2024/02/26 17:13:24:300',8,0.326299,0.19024,0.495153,0.466382,0.421127,0.349464,0.324034,0.273391,0.278504,0.291343,0.253617,0.258191,0.2282,0.238413,0.249251,0.231166,0.25213,0.194316,0.190576,0.185151,0.159823,0.139543,0.099721,0.103622,0.121657,0.123702,0.161366,0,0,0,0,0,0,1
10397,'2024/02/26 17:13:24:312',8,0.32517,0.195424,0.511051,0.427359,0.397106,0.305946,0.303032,0.267222,0.258397,0.258826,0.249215,0.225592,0.232511,0.213359,0.229434,0.238664,0.218164,0.191674,0.190658,0.197499,0.16444,0.130643,0.100652,0.114666,0.123086,0.121049,0.159969,0,0,0,0,0,0,1
10398,'2024/02/26 17:13:24:323',8,0.33999,0.195139,0.500301,0.464413,0.365381,0.329781,0.324742,0.29441,0.243375,0.252955,0.223605,0.243122,0.221785,0.223381,0.245436,0.241567,0.222398,0.190591,0.186248,0.181084,0.147222,0.123228,0.099216,0.10507,0.118942,0.122107,0.159495,0,0,0,0,0,0,1
10399,'2024/02/26 17:13:24:335',8,0.320784,0.183615,0.524591,0.452631,0.341156,0.338024,0.31789,0.276136,0.231424,0.232245,0.216705,0.240687,0.261472,0.214242,0.217686,0.218247,0.217668,0.1778,0.19099,0.184362,0.135668,0.132887,0.091066,0.102988,0.118782,0.125453,0.159005,0,0,0,0,0,0,1
10400,'2024/02/26 17:13:24:347',8,0.307214,0.197274,0.518745,0.417385,0.356038,0.320209,0.300866,0.256374,0.231844,0.243422,0.233581,0.241722,0.221128,0.225788,0.203459,0.220601,0.191917,0.193278,0.171448,0.169876,0.13088,0.125115,0.085284,0.092833,0.100536,0.11213,0.149937,0,0,0,0,0,0,1
10401,'2024/02/26 17:13:24:358',8,0.341465,0.202834,0.505188,0.405271,0.342447,0.273702,0.258707,0.202334,0.24446,0.219795,0.198986,0.236111,0.192501,0.23321,0.218954,0.223785,0.170891,0.18393,0.174165,0.157776,0.132449,0.124829,0.080679,0.085984,0.095507,0.103749,0.136911,0,0,0,0,0,0,1
10402,'2024/02/26 17:13:24:370',8,0.318525,0.163962,0.530327,0.418362,0.340185,0.271859,0.295486,0.23514,0.247993,0.27121,0.233258,0.229614,0.209851,0.239679,0.223802,0.24641,0.191807,0.198898,0.194256,0.177686,0.142982,0.123492,0.080583,0.089323,0.109479,0.113204,0.14525,0,0,0,0,0,0,1
10403,'2024/02/26 17:13:24:382',8,0.294512,0.189775,0.498629,0.448267,0.342858,0.274976,0.294324,0.250333,0.248933,0.254202,0.239243,0.224582,0.246683,0.234231,0.22046,0.239646,0.192846,0.197259,0.184864,0.166397,0.145805,0.12183,0.091089,0.088298,0.107621,0.105661,0.152395,0,0,0,0,0,0,1
10404,'2024/02/26 17:13:24:393',8,0.261757,0.227004,0.475247,0.426416,0.335818,0.291733,0.276534,0.239875,0.271085,0.260596,0.224416,0.241338,0.237567,0.224277,0.203785,0.198231,0.182276,0.185468,0.207359,0.144444,0.158333,0.099198,0.077969,0.08767,0.099377,0.107533,0.151538,0,0,0,0,0,0,1
10405,'2024/02/26 17:13:24:405',8,0.270772,0.268608,0.447333,0.412971,0.313141,0.285025,0.248244,0.226832,0.227309,0.238977,0.206525,0.233152,0.218475,0.211424,0.215111,0.196936,0.1721,0.172363,0.183696,0.145758,0.139546,0.097004,0.063909,0.075378,0.093926,0.104589,0.144321,0,0,0,0,0,0,1
10406,'2024/02/26 17:13:24:416',8,0.284107,0.241933,0.445215,0.397393,0.278934,0.268063,0.236637,0.222153,0.203012,0.21789,0.213608,0.231807,0.213755,0.2069,0.212476,0.192932,0.14574,0.167768,0.177701,0.135826,0.138882,0.098059,0.061835,0.066334,0.085928,0.095187,0.131844,0,0,0,0,0,0,1
10407,'2024/02/26 17:13:24:428',8,0.261027,0.220272,0.45966,0.414427,0.268951,0.257615,0.257071,0.242159,0.256297,0.250155,0.222898,0.221567,0.212377,0.215429,0.222229,0.190787,0.175007,0.1659,0.17663,0.154012,0.144699,0.106267,0.062302,0.073034,0.093487,0.094579,0.130447,0,0,0,0,0,0,1
10408,'2024/02/26 17:13:24:439',8,0.233945,0.251492,0.442481,0.380307,0.312662,0.248932,0.266771,0.249553,0.240633,0.236459,0.217972,0.230872,0.210777,0.19226,0.220643,0.193291,0.181916,0.180567,0.155527,0.135796,0.134957,0.099781,0.059665,0.073015,0.094653,0.087263,0.130482,0,0,0,0,0,0,1
10409,'2024/02/26 17:13:24:451',8,0.240315,0.266672,0.413123,0.341559,0.299131,0.236325,0.245406,0.219431,0.239665,0.209417,0.212419,0.201563,0.195497,0.214097,0.200854,0.167542,0.171382,0.184577,0.138995,0.140036,0.12092,0.10063,0.056875,0.065585,0.081925,0.079674,0.120246,0,0,0,0,0,0,1
10410,'2024/02/26 17:13:24:463',8,0.269845,0.27166,0.424499,0.340751,0.24156,0.230057,0.236344,0.203824,0.218375,0.191232,0.210141,0.195606,0.199029,0.213155,0.190048,0.157557,0.17326,0.167054,0.126698,0.135026,0.118604,0.09043,0.061969,0.074798,0.074919,0.083626,0.115111,0,0,0,0,0,0,1
10411,'2024/02/26 17:13:24:474',8,0.259855,0.256284,0.452557,0.341947,0.248521,0.212258,0.243692,0.235544,0.194474,0.228433,0.224179,0.199758,0.193503,0.212866,0.180667,0.200421,0.200517,0.162211,0.146893,0.14819,0.112276,0.103417,0.071371,0.072255,0.081588,0.086562,0.131884,0,0,0,0,0,0,1
10412,'2024/02/26 17:13:24:486',8,0.246146,0.269652,0.439774,0.333486,0.28812,0.252724,0.235721,0.214348,0.233334,0.225681,0.20518,0.195763,0.203546,0.219555,0.199481,0.195834,0.196383,0.183715,0.145728,0.147709,0.098091,0.102899,0.074721,0.072562,0.082932,0.088565,0.132824,0,0,0,0,0,0,1
10413,'2024/02/26 17:13:24:498',8,0.22653,0.266382,0.425308,0.332871,0.27948,0.249111,0.212089,0.208118,0.224822,0.223494,0.213223,0.206079,0.20558,0.196035,0.192955,0.176061,0.179681,0.17757,0.160595,0.151894,0.110086,0.1029,0.066583,0.083392,0.077289,0.08074,0.120499,0,0,0,0,0,0,1
10414,'2024/02/26 17:13:24:509',8,0.214023,0.274708,0.404707,0.294979,0.280474,0.259788,0.199649,0.241157,0.201362,0.235309,0.21664,0.199823,0.205411,0.195439,0.178306,0.17789,0.182787,0.165385,0.156239,0.148736,0.108956,0.086123,0.061328,0.071209,0.07346,0.082949,0.110246,0,0,0,0,0,0,1
10415,'2024/02/26 17:13:24:521',8,0.247432,0.284314,0.392334,0.299878,0.276821,0.247628,0.22897,0.216343,0.197061,0.239221,0.191798,0.207608,0.207971,0.188238,0.167187,0.16338,0.179934,0.158164,0.128227,0.140131,0.100676,0.079006,0.052836,0.056199,0.072485,0.072984,0.106524,0,0,0,0,0,0,1
10416,'2024/02/26 17:13:24:532',8,0.249834,0.265604,0.42852,0.314737,0.218806,0.260779,0.22813,0.185484,0.184322,0.194858,0.206954,0.234823,0.202515,0.15835,0.185564,0.160207,0.19686,0.152098,0.14567,0.140405,0.11726,0.089918,0.067339,0.062802,0.075911,0.08528,0.114867,0,0,0,0,0,0,1
10417,'2024/02/26 17:13:24:544',8,0.198116,0.272629,0.437592,0.328627,0.259708,0.287492,0.257229,0.24599,0.227331,0.213968,0.210941,0.21174,0.208611,0.181696,0.177405,0.165107,0.206287,0.155763,0.16001,0.144415,0.120356,0.090777,0.073867,0.076656,0.075436,0.094132,0.126623,0,0,0,0,0,0,1
10418,'2024/02/26 17:13:24:556',8,0.176435,0.313179,0.372257,0.283244,0.260053,0.238149,0.245906,0.258753,0.219473,0.229097,0.177479,0.208739,0.212885,0.186508,0.179279,0.192463,0.165082,0.156303,0.170526,0.130049,0.113574,0.087006,0.058939,0.053067,0.067365,0.076668,0.119318,0,0,0,0,0,0,1
10419,'2024/02/26 17:13:24:567',8,0.219821,0.315166,0.350936,0.281674,0.247859,0.227488,0.252318,0.262406,0.189412,0.218198,0.168837,0.203054,0.205582,0.171958,0.171205,0.168486,0.188098,0.139668,0.153293,0.123906,0.098505,0.068766,0.056807,0.043864,0.067286,0.067896,0.105178,0,0,0,0,0,0,1
10420,'2024/02/26 17:13:24:579',8,0.243293,0.278052,0.397765,0.275198,0.283202,0.188746,0.256592,0.203187,0.18783,0.243634,0.200196,0.221243,0.213149,0.179297,0.185056,0.156627,0.187096,0.140549,0.139383,0.116866,0.113689,0.074285,0.059802,0.047953,0.064164,0.066962,0.108965,0,0,0,0,0,0,1
10421,'2024/02/26 17:13:24:591',8,0.239709,0.246701,0.422455,0.327329,0.284475,0.222694,0.26842,0.243624,0.161121,0.230967,0.204631,0.228957,0.211274,0.19382,0.194757,0.148978,0.162195,0.161327,0.157691,0.129023,0.117672,0.080626,0.04491,0.063009,0.068722,0.069318,0.109566,0,0,0,0,0,0,1
10422,'2024/02/26 17:13:24:602',8,0.535711,0.261354,0.416478,0.343903,0.272153,0.257434,0.24912,0.242561,0.205788,0.192751,0.177059,0.199736,0.215705,0.185357,0.19705,0.185365,0.170679,0.168574,0.151837,0.13133,0.12567,0.095485,0.046444,0.067707,0.070511,0.073126,0.118867,0,0,0,0,0,0,1
10423,'2024/02/26 17:13:24:614',8,0.677698,0.069348,0.481861,0.477321,0.501613,0.531093,0.651823,0.692622,0.660642,0.580107,0.524113,0.579607,0.548458,0.424464,0.411634,0.486123,0.415142,0.359163,0.383632,0.387931,0.356448,0.282024,0.282628,0.298289,0.241426,0.245015,0.22738,0,0,0,0,0,0,1
10424,'2024/02/26 17:13:24:625',8,0.738495,0.065618,0.68311,0.687455,0.693307,0.707355,0.791669,0.829041,0.809165,0.718297,0.681883,0.716031,0.728979,0.600845,0.520343,0.62001,0.537694,0.492678,0.503635,0.504706,0.487874,0.422316,0.438485,0.431469,0.394756,0.385115,0.364994,0,0,0,0,0,0,1
10425,'2024/02/26 17:13:24:637',8,0.750164,0.064427,0.786688,0.75715,0.773746,0.78116,0.853386,0.871488,0.885775,0.771309,0.729305,0.738919,0.811419,0.644399,0.61013,0.666052,0.573769,0.531746,0.557039,0.531793,0.555186,0.465527,0.5045,0.491833,0.459356,0.447075,0.426061,0,0,0,0,0,0,1
10426,'2024/02/26 17:13:24:648',8,0.74684,0.059854,0.814138,0.799131,0.798515,0.818991,0.861216,0.89194,0.887626,0.720653,0.777306,0.658387,0.822597,0.641434,0.637985,0.661765,0.559365,0.518579,0.580222,0.542008,0.557944,0.460699,0.514973,0.497969,0.470563,0.455269,0.433877,0,0,0,0,0,0,1
