@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
10471,'2024/02/26 17:13:25:171',8,0.695009,0.04814,0.780882,0.843027,0.78332,0.758284,0.837388,0.787031,0.733506,0.694791,0.607601,0.794374,0.462157,0.539699,0.600833,0.413269,0.50756,0.506878,0.498881,0.479704,0.490372,0.381861,0.444926,0.436107,0.39881,0.389933,0.369492,0,0,0,0,0,0,1
10472,'2024/02/26 17:13:25:183',8,0.68917,0.045907,0.788281,0.849328,0.777074,0.760362,0.820685,0.777614,0.711207,0.680683,0.578557,0.795532,0.470523,0.533698,0.605637,0.417767,0.501868,0.505716,0.501686,0.470445,0.491995,0.373468,0.438303,0.434626,0.390796,0.386026,0.366123,0,0,0,0,0,0,1
10473,'2024/02/26 17:13:25:195',8,0.678001,0.047486,0.787168,0.846838,0.75437,0.753509,0.796947,0.774563,0.708684,0.695384,0.551883,0.796776,0.470991,0.499089,0.609327,0.410724,0.499697,0.506922,0.480407,0.457626,0.492434,0.372193,0.437814,0.43135,0.390743,0.383908,0.364059,0,0,0,0,0,0,1
10474,'2024/02/26 17:13:25:206',8,0.655319,0.049341,0.76816,0.839513,0.679305,0.741477,0.765223,0.765863,0.676509,0.692432,0.537957,0.792103,0.541867,0.454767,0.603215,0.392034,0.489817,0.498445,0.445888,0.4422,0.487455,0.365382,0.428386,0.42639,0.381201,0.377328,0.357678,0,0,0,0,0,0,1
10475,'2024/02/26 17:13:25:218',8,0.63414,0.051192,0.691268,0.821015,0.6703,0.721137,0.723603,0.752075,0.636603,0.650433,0.546639,0.767766,0.513432,0.44493,0.569494,0.362562,0.452885,0.472252,0.416793,0.423579,0.461282,0.340626,0.40678,0.400279,0.361154,0.353218,0.333025,0,0,0,0,0,0,1
10476,'2024/02/26 17:13:25:229',8,0.617109,0.047994,0.623067,0.805905,0.625347,0.689957,0.684747,0.730647,0.572718,0.608808,0.5096,0.731526,0.494068,0.393209,0.521281,0.31256,0.399758,0.436088,0.405415,0.401087,0.427115,0.300453,0.369748,0.370443,0.321803,0.320872,0.302685,0,0,0,0,0,0,1
10477,'2024/02/26 17:13:25:241',8,0.599069,0.041883,0.675172,0.79263,0.64316,0.677741,0.642956,0.700407,0.548705,0.540282,0.458807,0.687805,0.520536,0.397809,0.457165,0.312903,0.373351,0.392328,0.396243,0.372987,0.385431,0.256088,0.33218,0.333224,0.285564,0.283301,0.267426,0,0,0,0,0,0,1
10478,'2024/02/26 17:13:25:252',8,0.587063,0.037987,0.656641,0.777367,0.584036,0.678022,0.631483,0.654252,0.515765,0.494168,0.451068,0.626766,0.461244,0.319513,0.376615,0.298178,0.338871,0.332621,0.363602,0.35331,0.325613,0.214465,0.285927,0.294794,0.241317,0.245468,0.233428,0,0,0,0,0,0,1
10479,'2024/02/26 17:13:25:264',8,0.579873,0.034044,0.636742,0.765801,0.55984,0.683766,0.619504,0.594911,0.508169,0.500962,0.429705,0.536663,0.42612,0.29882,0.296007,0.267307,0.299908,0.286918,0.345381,0.338867,0.25797,0.202086,0.249185,0.274107,0.209525,0.222653,0.214664,0.433934,0.516256,0,0,0,0,1
10480,'2024/02/26 17:13:25:276',8,0.576563,0.036756,0.618139,0.757498,0.527074,0.691045,0.599442,0.537817,0.496568,0.504027,0.424931,0.554332,0.422676,0.307661,0.28028,0.281128,0.300677,0.313963,0.344066,0.326272,0.268905,0.194538,0.250045,0.269306,0.213768,0.220585,0.217919,0.377122,0.531587,0,0,0,0,1
10481,'2024/02/26 17:13:25:287',8,0.566517,0.037387,0.589693,0.754799,0.51303,0.686631,0.589644,0.50252,0.473165,0.502132,0.379899,0.546271,0.409006,0.30471,0.290664,0.294693,0.304937,0.310525,0.340718,0.320289,0.260818,0.203977,0.24242,0.265607,0.209122,0.217181,0.213604,0.378246,0.526284,0,0,0,0,1
10482,'2024/02/26 17:13:25:299',8,0.549705,0.040356,0.551676,0.746463,0.551767,0.661006,0.59488,0.436397,0.404536,0.489211,0.374122,0.507865,0.37683,0.294668,0.299287,0.304696,0.314368,0.284583,0.329147,0.315579,0.242422,0.18658,0.220919,0.252384,0.192698,0.2023,0.21585,0.380242,0.45752,0.415852,0.539648,0.432749,0.492746,1
10483,'2024/02/26 17:13:25:310',8,0.543577,0.03967,0.56129,0.731646,0.546114,0.598802,0.571192,0.408066,0.41809,0.447602,0.385941,0.43272,0.334343,0.321449,0.266121,0.291077,0.318854,0.289039,0.31545,0.277674,0.218513,0.177736,0.181551,0.232181,0.175502,0.185048,0.194354,0,0,0,0,0,0,1
10484,'2024/02/26 17:13:25:322',8,0.604259,0.039177,0.61901,0.725063,0.537638,0.550027,0.499257,0.414074,0.477973,0.433324,0.395382,0.423979,0.396329,0.345771,0.263727,0.289681,0.271924,0.296077,0.29927,0.273622,0.22694,0.170208,0.162858,0.222903,0.165141,0.17957,0.195193,0,0,0,0,0,0,1
10485,'2024/02/26 17:13:25:334',8,0.647561,0.034802,0.742415,0.771739,0.684718,0.64641,0.618821,0.5731,0.617924,0.560767,0.557285,0.600919,0.582453,0.49089,0.378735,0.418138,0.365712,0.387134,0.395916,0.362535,0.359713,0.251001,0.279959,0.283353,0.234936,0.240157,0.22707,0,0,0,0,0,0,1
10486,'2024/02/26 17:13:25:345',8,0.657892,0.038576,0.791081,0.799301,0.761876,0.74794,0.669992,0.611889,0.639471,0.602646,0.606879,0.698315,0.639228,0.539093,0.447386,0.484015,0.433449,0.448187,0.446019,0.409606,0.413324,0.309195,0.360493,0.347146,0.313564,0.305535,0.284128,0,0,0,0,0,0,1
10487,'2024/02/26 17:13:25:357',8,0.663102,0.038827,0.791832,0.809933,0.756205,0.784648,0.678532,0.639461,0.587063,0.569892,0.549678,0.731389,0.584074,0.49801,0.455559,0.485937,0.410006,0.453463,0.469773,0.416186,0.428101,0.312763,0.377915,0.37276,0.331021,0.324597,0.305115,0,0,0,0,0,0,1
10488,'2024/02/26 17:13:25:368',8,0.664754,0.036038,0.791422,0.821494,0.748257,0.788233,0.680423,0.633166,0.57655,0.578984,0.441762,0.733116,0.442706,0.494963,0.458039,0.388625,0.367009,0.447369,0.46053,0.432012,0.429854,0.283117,0.375779,0.379947,0.324527,0.328712,0.309402,0,0,0,0,0,0,1
10489,'2024/02/26 17:13:25:380',8,0.658049,0.035541,0.793209,0.821482,0.763082,0.790036,0.679954,0.626281,0.58621,0.58267,0.447962,0.73189,0.471162,0.462627,0.456541,0.363612,0.374161,0.445407,0.447003,0.429221,0.426712,0.293668,0.377397,0.375866,0.328508,0.327872,0.30749,0,0,0,0,0,0,1
10490,'2024/02/26 17:13:25:391',8,0.639776,0.034113,0.79955,0.812106,0.740444,0.776894,0.689399,0.605956,0.55096,0.559916,0.398589,0.725613,0.462504,0.3861,0.459778,0.313371,0.378336,0.436109,0.41926,0.410142,0.42051,0.285289,0.36741,0.368959,0.318717,0.319402,0.30001,0,0,0,0,0,0,1
10491,'2024/02/26 17:13:25:403',8,0.599648,0.032628,0.789599,0.796539,0.699752,0.734661,0.659873,0.592795,0.466919,0.491218,0.423573,0.700709,0.463836,0.381197,0.427727,0.312934,0.38753,0.406148,0.397641,0.375975,0.393536,0.264138,0.344123,0.339579,0.299382,0.292031,0.274546,0,0,0,0,0,0,1
10492,'2024/02/26 17:13:25:415',8,0.567701,0.03382,0.761797,0.737865,0.66288,0.709894,0.613034,0.562037,0.407597,0.427318,0.401819,0.647156,0.411495,0.36967,0.375378,0.280925,0.347421,0.346799,0.357215,0.340827,0.341663,0.233319,0.299762,0.293331,0.254871,0.250599,0.239284,0,0,0,0,0,0,1
10493,'2024/02/26 17:13:25:427',8,0.544324,0.035156,0.729561,0.693463,0.623931,0.701661,0.557999,0.506889,0.365172,0.372179,0.402808,0.571955,0.408214,0.328131,0.323562,0.29158,0.299202,0.283956,0.336602,0.321368,0.275616,0.209967,0.257542,0.256231,0.211227,0.21323,0.217079,0,0,0,0,0,0,1
10494,'2024/02/26 17:13:25:438',8,0.541822,0.041762,0.700057,0.634302,0.564218,0.701458,0.561552,0.453117,0.394918,0.354495,0.34698,0.481961,0.36696,0.322148,0.30184,0.285156,0.267969,0.279737,0.331558,0.321565,0.222298,0.19387,0.244774,0.239391,0.204794,0.197347,0.207921,0,0,0,0,0,0,1
10495,'2024/02/26 17:13:25:450',8,0.543413,0.044025,0.693065,0.636521,0.508172,0.702663,0.562263,0.384569,0.362978,0.369653,0.296162,0.356402,0.341258,0.34503,0.32567,0.291583,0.261771,0.28004,0.337754,0.322667,0.211627,0.193639,0.246055,0.236265,0.208152,0.198045,0.2131,0,0,0,0,0,0,1
10496,'2024/02/26 17:13:25:461',8,0.630692,0.052709,0.685755,0.645166,0.590105,0.703265,0.586978,0.580679,0.56869,0.554954,0.525496,0.485744,0.551372,0.5013,0.484902,0.392281,0.365438,0.335857,0.375161,0.384897,0.298519,0.280029,0.271986,0.262097,0.23277,0.219707,0.218117,0,0,0,0,0,0,1
10497,'2024/02/26 17:13:25:473',8,0.692361,0.065537,0.644561,0.722676,0.749367,0.749767,0.779335,0.711278,0.693788,0.679341,0.675094,0.595297,0.69567,0.66547,0.606636,0.499108,0.488301,0.492593,0.515583,0.519999,0.437795,0.409858,0.394894,0.375763,0.363995,0.338638,0.315289,0,0,0,0,0,0,1
10498,'2024/02/26 17:13:25:484',8,0.69957,0.052802,0.734237,0.752492,0.797851,0.841287,0.843758,0.738099,0.679198,0.704994,0.728684,0.599709,0.691502,0.714534,0.590708,0.495822,0.526953,0.528575,0.568796,0.523776,0.446326,0.446423,0.432541,0.412518,0.402366,0.377093,0.355483,0,0,0,0,0,0,1
10499,'2024/02/26 17:13:25:496',8,0.710137,0.045358,0.80671,0.783621,0.81782,0.821816,0.854227,0.736582,0.658722,0.710646,0.746747,0.581335,0.592947,0.72109,0.568012,0.478884,0.506097,0.504028,0.571465,0.483798,0.441506,0.451124,0.433397,0.419662,0.403481,0.381777,0.361075,0,0,0,0,0,0,1
10500,'2024/02/26 17:13:25:508',8,0.726355,0.043073,0.795729,0.826588,0.841664,0.835316,0.854754,0.721336,0.666932,0.71669,0.757722,0.597179,0.573035,0.72726,0.533561,0.467538,0.485029,0.507665,0.566172,0.495769,0.452878,0.455149,0.432627,0.429226,0.403785,0.388444,0.3679,0,0,0,0,0,0,1
10501,'2024/02/26 17:13:25:520',8,0.736672,0.040774,0.790211,0.829451,0.838402,0.887279,0.851322,0.710121,0.654793,0.720372,0.763927,0.60005,0.528558,0.714879,0.535252,0.447916,0.476552,0.487547,0.558232,0.515376,0.461582,0.442027,0.442114,0.444538,0.401365,0.396754,0.376559,0,0,0,0,0,0,1
10502,'2024/02/26 17:13:25:531',8,0.716004,0.040014,0.782751,0.829626,0.849962,0.903002,0.851325,0.706763,0.678794,0.726018,0.766724,0.61117,0.556259,0.71405,0.513532,0.443928,0.463606,0.485736,0.557617,0.515827,0.463664,0.447005,0.456607,0.447915,0.416609,0.404059,0.382369,0,0,0,0,0,0,1
10503,'2024/02/26 17:13:25:542',8,0.708755,0.040804,0.786792,0.831169,0.836789,0.862448,0.852258,0.710506,0.685719,0.732995,0.770062,0.614049,0.548407,0.709604,0.509022,0.463471,0.459767,0.492463,0.543219,0.49382,0.461082,0.44368,0.444022,0.42655,0.408685,0.388949,0.36681,0,0,0,0,0,0,1
10504,'2024/02/26 17:13:25:554',8,0.718212,0.041106,0.792817,0.832267,0.847878,0.808808,0.852423,0.720419,0.695009,0.727768,0.776551,0.620847,0.552065,0.694932,0.513905,0.443627,0.453891,0.483654,0.522462,0.483086,0.464458,0.428146,0.440459,0.421383,0.401528,0.383584,0.36119,0,0,0,0,0,0,1
10505,'2024/02/26 17:13:25:566',8,0.736469,0.039749,0.793051,0.828533,0.847463,0.862555,0.85263,0.730888,0.694357,0.727149,0.777665,0.621899,0.553419,0.663802,0.512141,0.420036,0.431187,0.488035,0.513018,0.495124,0.467661,0.40293,0.444686,0.432667,0.399266,0.389721,0.368417,0,0,0,0,0,0,1
10506,'2024/02/26 17:13:25:578',8,0.735636,0.03853,0.793698,0.837534,0.846538,0.900664,0.854344,0.745419,0.696451,0.730994,0.777764,0.62929,0.585562,0.610057,0.481927,0.4267,0.405243,0.493317,0.523762,0.516446,0.46893,0.388145,0.457595,0.44867,0.409865,0.40318,0.382454,0,0,0,0,0,0,1
10507,'2024/02/26 17:13:25:589',8,0.714873,0.038743,0.790895,0.833975,0.855111,0.896718,0.85719,0.751944,0.690765,0.731781,0.779602,0.621905,0.599,0.538469,0.490283,0.425545,0.406946,0.490525,0.52426,0.515446,0.473517,0.374846,0.456034,0.450353,0.406672,0.403257,0.382715,0.415112,0.685783,0,0,0,0,1
10508,'2024/02/26 17:13:25:600',8,0.71694,0.039099,0.796692,0.835131,0.844025,0.8373,0.859188,0.757958,0.710483,0.721618,0.781315,0.634174,0.587344,0.586261,0.473288,0.430113,0.394116,0.489707,0.505914,0.494367,0.475223,0.359227,0.43863,0.438388,0.386933,0.389584,0.368998,0.393466,0.713972,0,0,0,0,1
10509,'2024/02/26 17:13:25:612',8,0.731549,0.038795,0.797573,0.834993,0.854556,0.825348,0.861965,0.76704,0.704424,0.718715,0.784209,0.640181,0.600546,0.612247,0.441884,0.42751,0.410614,0.498279,0.506458,0.495369,0.475136,0.377544,0.444567,0.436099,0.395973,0.390625,0.368954,0.39287,0.717354,0,0,0,0,1
10510,'2024/02/26 17:13:25:624',8,0.744273,0.038856,0.795807,0.837227,0.849991,0.883187,0.866071,0.781755,0.734844,0.722292,0.782555,0.62872,0.614292,0.613004,0.453549,0.429667,0.406248,0.499522,0.522253,0.512254,0.47409,0.383688,0.456728,0.446701,0.408569,0.401994,0.38031,0.417321,0.735998,0,0,0,0,1
10511,'2024/02/26 17:13:25:635',8,0.735439,0.038452,0.794847,0.841221,0.853278,0.906722,0.869973,0.787355,0.729815,0.717602,0.779742,0.633542,0.618371,0.624192,0.459215,0.446447,0.415047,0.495956,0.53206,0.527243,0.474582,0.389994,0.463532,0.460028,0.414012,0.41245,0.392024,0.413422,0.745213,0.362068,0.745663,0,0,1
10512,'2024/02/26 17:13:25:647',8,0.722207,0.038044,0.796812,0.841894,0.859478,0.883542,0.872188,0.790082,0.733426,0.713333,0.780916,0.62116,0.605732,0.628431,0.457604,0.45768,0.407919,0.491972,0.521486,0.519305,0.476033,0.386957,0.455123,0.454998,0.404368,0.40613,0.385646,0.415733,0.663412,0.443251,0.674741,0,0,1
10513,'2024/02/26 17:13:25:659',8,0.731297,0.039805,0.798676,0.843559,0.85085,0.81668,0.874421,0.791286,0.737689,0.710708,0.783828,0.627256,0.609259,0.620602,0.439947,0.470558,0.392401,0.488092,0.510927,0.50598,0.477652,0.379938,0.448931,0.445229,0.398201,0.397396,0.37577,0.445917,0.702907,0,0,0,0,1
10514,'2024/02/26 17:13:25:670',8,0.743977,0.038279,0.797032,0.84399,0.863326,0.85887,0.87673,0.796507,0.732883,0.713533,0.781065,0.62976,0.613875,0.61929,0.446857,0.488253,0.395094,0.487969,0.522205,0.51216,0.471832,0.393094,0.458498,0.445806,0.411705,0.401516,0.379594,0.395201,0.723005,0.362719,0.694134,0,0,1
10515,'2024/02/26 17:13:25:682',8,0.749621,0.038527,0.79594,0.845176,0.856001,0.900545,0.878318,0.796927,0.759369,0.71427,0.776599,0.612116,0.609393,0.613844,0.418411,0.492464,0.401645,0.493904,0.534369,0.525679,0.469992,0.397132,0.468373,0.455245,0.421019,0.411054,0.389325,0.41516,0.647286,0,0,0,0,1
10516,'2024/02/26 17:13:25:693',8,0.734815,0.037886,0.798635,0.847093,0.862973,0.909723,0.879406,0.795897,0.739352,0.716432,0.775827,0.623554,0.596431,0.596925,0.406276,0.478539,0.387878,0.489143,0.539968,0.530525,0.468597,0.39878,0.471913,0.459816,0.424415,0.415373,0.393816,0.415267,0.676993,0.361886,0.721339,0,0,1
10517,'2024/02/26 17:13:25:705',8,0.73092,0.038569,0.799126,0.849908,0.86264,0.86377,0.881244,0.796914,0.767039,0.719816,0.778771,0.622439,0.590899,0.597124,0.414271,0.487407,0.394388,0.493321,0.525716,0.516275,0.478325,0.377362,0.458902,0.453106,0.409328,0.406233,0.385564,0,0,0.394926,0.756075,0.378839,0.702518,1
10518,'2024/02/26 17:13:25:716',8,0.744313,0.038552,0.801881,0.855551,0.857156,0.826969,0.883824,0.803959,0.753708,0.728144,0.778536,0.614568,0.581788,0.585649,0.384403,0.469259,0.382978,0.486269,0.522043,0.513432,0.479368,0.365329,0.453917,0.453431,0.401732,0.404919,0.385004,0.392963,0.736909,0,0,0,0,1
10519,'2024/02/26 17:13:25:729',8,0.753215,0.037812,0.800989,0.852663,0.870585,0.88807,0.884405,0.808143,0.751322,0.740642,0.775522,0.599186,0.57299,0.565136,0.390987,0.451573,0.411284,0.485648,0.534225,0.52728,0.477349,0.374006,0.464684,0.461108,0.413697,0.413229,0.392654,0.352956,0.803201,0,0,0,0,1
10520,'2024/02/26 17:13:25:740',8,0.746423,0.037433,0.806115,0.84999,0.864126,0.913903,0.882103,0.808567,0.733109,0.74393,0.773264,0.595674,0.542262,0.547245,0.407206,0.444977,0.395777,0.492222,0.541726,0.536951,0.472285,0.387253,0.471727,0.468011,0.422103,0.419817,0.398989,0,0,0,0,0,0,1
10521,'2024/02/26 17:13:25:752',8,0.73509,0.036143,0.816014,0.860958,0.86216,0.895708,0.882723,0.810749,0.738437,0.735645,0.765145,0.583114,0.507527,0.508933,0.414156,0.432368,0.365128,0.488274,0.535102,0.528137,0.465716,0.382978,0.465235,0.459372,0.416023,0.412435,0.391584,0.356463,0.734792,0,0,0,0,1
10522,'2024/02/26 17:13:25:763',8,0.735278,0.034747,0.819286,0.873953,0.839883,0.842754,0.885681,0.808248,0.748472,0.731275,0.729255,0.606936,0.491173,0.459094,0.37801,0.417953,0.36637,0.47539,0.523808,0.516817,0.445575,0.371201,0.452361,0.447628,0.403728,0.400161,0.379406,0.353283,0.733705,0,0,0,0,1
10523,'2024/02/26 17:13:25:775',8,0.732818,0.034184,0.803457,0.881692,0.784625,0.869178,0.880605,0.784432,0.710158,0.724862,0.673209,0.594026,0.52657,0.452881,0.384295,0.372612,0.373333,0.441671,0.523542,0.514753,0.416254,0.369125,0.449017,0.442579,0.401794,0.395333,0.374594,0,0,0,0,0,0,1
10524,'2024/02/26 17:13:25:786',8,0.70324,0.033719,0.783637,0.869005,0.81626,0.892708,0.852174,0.721709,0.684707,0.674842,0.66369,0.576169,0.464472,0.465585,0.37433,0.344429,0.395914,0.401757,0.51687,0.510168,0.399371,0.355062,0.440448,0.437616,0.392223,0.388587,0.368759,0.396137,0.748618,0,0,0,0,1
10525,'2024/02/26 17:13:25:798',8,0.682496,0.029949,0.742636,0.866729,0.778163,0.845226,0.797619,0.646954,0.646925,0.601992,0.643545,0.585944,0.430569,0.45743,0.343663,0.336354,0.381133,0.383368,0.471477,0.466014,0.361526,0.310213,0.393236,0.396766,0.345922,0.345739,0.326324,0.357421,0.672302,0,0,0,0,1
10526,'2024/02/26 17:13:25:810',8,0.678154,0.029242,0.650858,0.855244,0.762063,0.809562,0.722996,0.650924,0.604442,0.558581,0.59328,0.552,0.407474,0.445251,0.355803,0.339275,0.332588,0.364396,0.438718,0.43366,0.313728,0.284232,0.35406,0.366662,0.308434,0.31378,0.296023,0,0,0,0,0,0,1
10527,'2024/02/26 17:13:25:821',8,0.697311,0.028338,0.719946,0.852897,0.76591,0.792425,0.659807,0.641707,0.623698,0.64099,0.607291,0.511786,0.486279,0.497898,0.474131,0.420404,0.350412,0.38358,0.431121,0.424271,0.358552,0.289766,0.34033,0.360441,0.293556,0.306707,0.288831,0,0,0,0,0,0,1
10528,'2024/02/26 17:13:25:833',8,0.741033,0.04004,0.787418,0.829811,0.824967,0.8341,0.799111,0.788204,0.767201,0.737717,0.687096,0.617911,0.601371,0.594301,0.58787,0.51573,0.44316,0.495585,0.526578,0.490685,0.478508,0.373725,0.415643,0.410664,0.367568,0.363979,0.345359,0.426945,0.701139,0,0,0,0,1
10529,'2024/02/26 17:13:25:844',8,0.746114,0.037813,0.805508,0.849106,0.868594,0.883547,0.88089,0.813774,0.768966,0.728607,0.711603,0.599559,0.589813,0.614814,0.584128,0.509335,0.441764,0.51649,0.566975,0.53066,0.475166,0.392164,0.459721,0.457457,0.408156,0.40931,0.389263,0.353249,0.726378,0,0,0,0,1
10530,'2024/02/26 17:13:25:856',8,0.746098,0.0366,0.80499,0.842354,0.867037,0.891714,0.89486,0.793325,0.711175,0.711187,0.704137,0.48851,0.54593,0.625061,0.516425,0.440879,0.439563,0.482943,0.564726,0.533141,0.431872,0.386562,0.464371,0.461316,0.412934,0.412546,0.39247,0,0,0.364717,0.710929,0,0,1
10531,'2024/02/26 17:13:25:868',8,0.743463,0.036647,0.806282,0.846685,0.863683,0.897497,0.888906,0.793441,0.712164,0.716996,0.693522,0.503353,0.564281,0.633296,0.50436,0.441554,0.422592,0.497181,0.560158,0.52927,0.41267,0.40326,0.465779,0.454602,0.417832,0.40937,0.388214,0,0,0.3599,0.683279,0,0,1
10532,'2024/02/26 17:13:25:879',8,0.728766,0.035875,0.812137,0.844218,0.863727,0.893957,0.885037,0.789898,0.73072,0.711928,0.689136,0.503922,0.560114,0.614243,0.512725,0.422707,0.401111,0.489511,0.552016,0.527012,0.40733,0.395456,0.464094,0.44934,0.417433,0.405612,0.384329,0.361043,0.746908,0,0,0,0,1
10533,'2024/02/26 17:13:25:891',8,0.719868,0.035879,0.810312,0.834221,0.859018,0.849838,0.881858,0.7983,0.677053,0.703803,0.681168,0.493233,0.561866,0.608676,0.487696,0.399512,0.418118,0.474005,0.534875,0.517602,0.401554,0.377594,0.448965,0.440706,0.400252,0.394957,0.374034,0,0,0,0,0,0,1
10534,'2024/02/26 17:13:25:902',8,0.710208,0.035899,0.813698,0.824597,0.852311,0.825584,0.873187,0.802097,0.715497,0.670584,0.666783,0.501409,0.553911,0.619401,0.48529,0.399217,0.420217,0.474159,0.521159,0.50875,0.39861,0.371905,0.438092,0.434493,0.388657,0.38702,0.366672,0.449979,0.717658,0,0,0,0,1
10535,'2024/02/26 17:13:25:914',8,0.687805,0.033651,0.823785,0.823968,0.834798,0.827491,0.854721,0.798081,0.709445,0.631001,0.649835,0.480623,0.509495,0.612565,0.456544,0.361163,0.412563,0.444838,0.501715,0.494923,0.395666,0.365065,0.426917,0.422116,0.377815,0.375364,0.354355,0.357248,0.614294,0.448265,0.635134,0,0,1
10536,'2024/02/26 17:13:25:926',8,0.657725,0.037719,0.815202,0.764487,0.759243,0.80448,0.836103,0.811061,0.650052,0.546315,0.619779,0.492726,0.496747,0.603511,0.411761,0.360835,0.371919,0.419764,0.490269,0.481661,0.349134,0.361159,0.417451,0.404871,0.371865,0.36022,0.340068,0,0,0.364503,0.699429,0,0,1
10537,'2024/02/26 17:13:25:937',8,0.621452,0.040429,0.778294,0.759218,0.709564,0.7414,0.804511,0.795533,0.559514,0.443783,0.573513,0.483673,0.468949,0.590526,0.375851,0.342684,0.352454,0.399607,0.462516,0.456957,0.330504,0.335451,0.38886,0.381131,0.342791,0.334913,0.315351,0,0,0,0,0,0,1
10538,'2024/02/26 17:13:25:949',8,0.552577,0.034717,0.764944,0.758469,0.648088,0.654869,0.75258,0.739453,0.482457,0.397727,0.496698,0.430684,0.407258,0.566346,0.353455,0.307873,0.364529,0.330036,0.408736,0.404772,0.293611,0.291874,0.334368,0.329802,0.290114,0.283884,0.267028,0,0,0,0,0,0,1
10539,'2024/02/26 17:13:25:961',8,0.517286,0.040067,0.694852,0.697808,0.623122,0.552946,0.682195,0.652762,0.44359,0.354113,0.365739,0.358527,0.381174,0.530589,0.316723,0.283345,0.342589,0.285378,0.336325,0.33287,0.268659,0.250816,0.259227,0.25546,0.226582,0.21619,0.215709,0,0,0,0,0,0,1
10540,'2024/02/26 17:13:25:972',8,0.497729,0.05023,0.658214,0.64387,0.552995,0.429711,0.651608,0.647439,0.385973,0.269482,0.342104,0.327427,0.331653,0.487926,0.296173,0.314527,0.305626,0.290067,0.318618,0.313928,0.245487,0.219282,0.235985,0.23646,0.204518,0.197795,0.206571,0,0,0,0,0,0,1
10541,'2024/02/26 17:13:25:984',8,0.502139,0.054377,0.638762,0.629996,0.524097,0.353519,0.625191,0.629866,0.386657,0.338584,0.33556,0.324126,0.327127,0.448204,0.271231,0.288054,0.259851,0.258545,0.295528,0.29617,0.245665,0.190914,0.218411,0.213851,0.1857,0.182599,0.194419,0,0,0,0,0,0,1
10542,'2024/02/26 17:13:25:995',8,0.493342,0.050881,0.671552,0.628735,0.496606,0.372039,0.587972,0.594162,0.40349,0.323259,0.329952,0.326714,0.327326,0.439499,0.264699,0.269474,0.26759,0.263432,0.264078,0.272254,0.245939,0.178408,0.18744,0.192656,0.168579,0.165893,0.19709,0,0,0,0,0,0,1
10543,'2024/02/26 17:13:26:007',8,0.467176,0.056007,0.669812,0.603165,0.449696,0.347926,0.549812,0.562833,0.383842,0.290858,0.278917,0.291166,0.318541,0.435933,0.254237,0.288932,0.277927,0.2714,0.244369,0.256334,0.215827,0.163682,0.157224,0.171892,0.160703,0.153881,0.194498,0,0,0,0,0,0,1
10544,'2024/02/26 17:13:26:019',8,0.45866,0.064363,0.631924,0.614436,0.459754,0.295102,0.519323,0.541237,0.357348,0.299986,0.304496,0.265696,0.278761,0.428143,0.245827,0.296938,0.271407,0.284016,0.222544,0.235289,0.189432,0.160306,0.143694,0.166281,0.148691,0.15183,0.18641,0,0,0,0,0,0,1
10545,'2024/02/26 17:13:26:030',8,0.467926,0.070997,0.629788,0.594696,0.418757,0.34088,0.498937,0.518959,0.30267,0.278969,0.285723,0.292353,0.271286,0.394776,0.247809,0.286741,0.239602,0.285408,0.229749,0.229439,0.185683,0.157913,0.135066,0.15305,0.145798,0.142509,0.190015,0,0,0,0,0,0,1
10546,'2024/02/26 17:13:26:042',8,0.427343,0.066824,0.640223,0.604692,0.426112,0.359036,0.469082,0.485447,0.288966,0.27202,0.280684,0.294321,0.257128,0.342703,0.291752,0.276174,0.236768,0.27875,0.228529,0.237786,0.188596,0.155375,0.12358,0.141101,0.145539,0.144218,0.192806,0,0,0,0,0,0,1
10547,'2024/02/26 17:13:26:054',8,0.410268,0.099167,0.607046,0.530767,0.44209,0.338775,0.43732,0.450081,0.293011,0.295642,0.281826,0.281304,0.247853,0.277139,0.294808,0.269918,0.239144,0.285113,0.234285,0.235963,0.186157,0.16124,0.118434,0.125865,0.138069,0.138951,0.183129,0,0,0,0,0,0,1
